username,followers,following,post_count,log_followers,log_following,log_post_count,verified,is_fake,description_length,account_age_days,follower_following_ratio,following_followers_ratio,reputation_score,username_length,digits_in_username,digit_ratio_username,consonant_ratio_username,has_url,posts_per_day
AboutFactsNet,28.0,32.0,3114.0,3.367295829986474,3.4965075614664802,8.043984431221553,1,0,157,1837.0,0.8484848484848485,1.103448275862069,0.45901639344262296,13,0,0.0,0.6153841420121985,1,1.6942328618063112
AbramxJosiah,249.0,278.0,4236.0,5.521460917862246,5.631211781821365,8.351610750626559,1,0,30,1784.0,0.8924731182795699,1.112,0.4715909090909091,12,0,0.0,0.5833328472226273,0,2.373109243697479
Abuubreezy,698.0,600.0,33298.0,6.54965074223381,6.398594934535208,10.413282645487595,1,0,67,1977.0,1.161397670549085,0.8583690987124464,0.5373364126250962,10,0,0.0,0.49999950000050003,1,16.83417593528817
Acy_Canono23,173.0,312.0,378.0,5.159055299214529,5.746203190540153,5.937536205082426,1,0,12,492.0,0.5527156549520766,1.793103448275862,0.3559670781893004,12,2,0.16666652777789354,0.4166663194447338,0,0.7667342799188641
Adam_Loko116,943.0,750.0,46272.0,6.8501261661455,6.621405651764134,10.742313916626546,1,0,135,1361.0,1.255659121171771,0.7944915254237288,0.5566706021251476,12,3,0.24999979166684028,0.33333305555578707,0,33.97356828193833
Addie_bo_baddie,81.0,77.0,1043.0,4.406719247264253,4.356708826689592,6.950814768442584,1,0,45,419.0,1.0384615384615385,0.9390243902439024,0.5094339622641509,15,0,0.0,0.39999973333351113,0,2.4833333333333334
AddisonHeddins,247.0,177.0,5194.0,5.5134287461649825,5.181783550292085,8.555451903533328,1,0,0,1272.0,1.3876404494382022,0.7137096774193549,0.5811764705882353,14,0,0.0,0.6428566836737974,0,4.0801256873527105
AdityoHassan,1651.0,1754.0,3547.0,7.409741954080923,7.470224135899966,8.17413934342947,1,0,102,395.0,0.9407407407407408,1.0617433414043584,0.4847328244274809,12,0,0.0,0.5833328472226273,0,8.957070707070708
Adralicious,1233.0,1166.0,6127.0,7.1180162044653335,7.062191632286556,8.720623711420426,1,0,132,2193.0,1.056555269922879,0.9448946515397083,0.51375,11,0,0.0,0.45454504132268975,0,2.792616226071103
AdriUmbreon,159.0,124.0,3450.0,5.075173815233827,4.8283137373023015,8.146419323098003,1,0,148,417.0,1.272,0.775,0.5598591549295775,11,0,0.0,0.5454540495872277,0,8.253588516746412
Adrianaldo_,241.0,273.0,8102.0,5.488937726156687,5.6131281063880705,8.999989642460726,1,0,129,1145.0,0.8795620437956204,1.128099173553719,0.4679611650485437,11,0,0.0,0.45454504132268975,0,7.069808027923211
Advcate007,1401.0,1335.0,51961.0,7.2456550675945355,7.197435354096591,10.858267961190807,1,0,139,1996.0,1.0486526946107784,0.9522111269614836,0.5118743149433687,10,3,0.2999997000003,0.3999996000004,0,26.019529293940913
AfnanAK,589.0,396.0,23261.0,6.380122536899765,5.983936280687191,10.054576406898985,1,0,58,1529.0,1.4836272040302267,0.6711864406779661,0.5973630831643002,7,0,0.0,0.571427755103207,1,15.203267973856208
AgeeWx,358.0,967.0,14187.0,5.883322388488279,6.875232087276577,9.560151815893512,1,0,101,1557.0,0.36983471074380164,2.6935933147632314,0.26998491704374056,6,0,0.0,0.4999991666680556,1,9.105905006418485
AgentSwift47,1193.0,351.0,169053.0,7.085064293952548,5.863631175598097,12.037973469494668,1,0,158,1177.0,3.3892045454545454,0.29396984924623115,0.772168284789644,12,2,0.16666652777789354,0.5833328472226273,1,143.50848896434636
AggiOSullivan,136.0,116.0,3566.0,4.919980925828125,4.762173934797756,8.17948018535889,1,0,45,1679.0,1.1623931623931625,0.8467153284671532,0.5375494071146245,13,0,0.0,0.5384611242606736,0,2.1226190476190476
AgyapasJordan,157.0,388.0,2366.0,5.062595033026967,5.963579343618446,7.769378609513984,1,0,139,726.0,0.40359897172236503,2.4556962025316458,0.2875457875457875,13,0,0.0,0.6153841420121985,1,3.254470426409904
AhmadWaleed4568,120.0,64.0,639.0,4.795790545596741,4.174387269895637,6.461468176353717,1,0,77,552.0,1.8461538461538463,0.5289256198347108,0.6486486486486487,15,4,0.2666664888890074,0.39999973333351113,1,1.1555153707052441
AirJordan136,1114.0,1292.0,20291.0,7.016609683894219,7.164720378771857,9.91798199868658,1,0,147,1180.0,0.8615622583139985,1.158744394618834,0.4628167843788949,12,3,0.24999979166684028,0.4166663194447338,1,17.181202370872143
AkheemV,348.0,389.0,57768.0,5.855071922202427,5.966146739123692,10.964207578602988,1,0,95,727.0,0.8923076923076924,1.1146131805157593,0.4715447154471545,7,0,0.0,0.571427755103207,1,79.35164835164835
Akhtarul_Iman,93.0,385.0,844.0,4.543294782270004,5.955837369464831,6.739336627357174,1,0,39,1710.0,0.24093264248704663,4.095744680851064,0.1941544885177453,13,0,0.0,0.5384611242606736,0,0.49327878433664524
AlZahraaokay,235.0,112.0,7588.0,5.4638318050256105,4.727387818712341,8.934455109403913,1,0,108,489.0,2.079646017699115,0.4745762711864407,0.6752873563218391,12,0,0.0,0.49999958333368055,1,15.485714285714286
Al_FSU,399.0,402.0,20388.0,5.991464547107982,5.998936561946683,9.922750818716974,1,0,73,1193.0,0.9900744416873449,1.005,0.4975062344139651,6,0,0.0,0.4999991666680556,1,17.07537688442211
AlaskaAmy,71.0,56.0,2287.0,4.276666119016055,4.04305126783455,7.7354333524996886,1,0,77,1965.0,1.2456140350877194,0.7777777777777778,0.5546875,9,0,0.0,0.5555549382722909,1,1.1632756866734486
AlbertoDefa,763.0,97.0,42077.0,6.638567789166521,4.584967478670572,10.647280317764965,1,0,38,2240.0,7.785714285714286,0.12696335078534032,0.8861788617886179,11,0,0.0,0.5454540495872277,1,18.77599286033021
Albertopurple,244.0,246.0,16948.0,5.501258210544727,5.5093883366279774,9.737964114018055,1,0,20,790.0,0.9878542510121457,1.0040816326530613,0.4969450101832994,13,0,0.0,0.6153841420121985,0,21.426042983565107
Alec_Meadows,281.0,421.0,4655.0,5.641907070938114,6.045005314036012,8.445911989411274,1,0,17,554.0,0.6658767772511849,1.4929078014184398,0.39971550497866287,12,0,0.0,0.49999958333368055,1,8.387387387387387
AlekhandraKhan,2134.0,654.0,23875.0,7.666221925662725,6.484635235635252,10.080629049288541,1,0,160,795.0,3.2580152671755727,0.3063231850117096,0.7651487988526353,14,0,0.0,0.6428566836737974,0,29.993718592964825
AleksandrValeev,865.0,250.0,14537.0,6.763884908562435,5.5254529391317835,9.584521190044581,1,0,135,1071.0,3.446215139442231,0.28868360277136257,0.775089605734767,15,0,0.0,0.5999996000002666,1,13.560634328358208
AlexBevannn,400.0,173.0,8877.0,5.993961427306569,5.159055299214529,9.09133158539398,1,0,8,1202.0,2.2988505747126435,0.4314214463840399,0.6968641114982579,11,0,0.0,0.6363630578517656,0,7.379052369077307
Alex_Senior1,625.0,566.0,5057.0,6.439350371100098,6.340359303727752,8.52872642722991,1,0,39,1404.0,1.1022927689594357,0.9041533546325878,0.5243288590604027,12,1,0.08333326388894677,0.4166663194447338,0,3.599288256227758
AlexiaRenessa,202.0,300.0,7135.0,5.313205979041787,5.707110264748875,8.872907674259846,1,0,27,1094.0,0.6710963455149501,1.477832512315271,0.40159045725646125,13,0,0.0,0.46153810650914884,1,6.5159817351598175
AlexiaStaine,451.0,403.0,346.0,6.113682179832232,6.0014148779611505,5.849324779946859,1,0,23,706.0,1.1163366336633664,0.8915929203539823,0.5274853801169591,12,0,0.0,0.4166663194447338,0,0.4893917963224894
AlexisCarolineH,269.0,187.0,3629.0,5.598421958998375,5.236441962829949,8.196987927258897,1,0,27,1925.0,1.4308510638297873,0.6925925925925925,0.5886214442013129,15,0,0.0,0.5333329777780148,0,1.884215991692627
AliciaLifeChngr,553.0,1856.0,18745.0,6.317164686747284,7.526717561352706,9.838735675306431,1,0,125,2126.0,0.29779213785675823,3.3501805054151625,0.22946058091286306,15,0,0.0,0.5999996000002666,1,8.81288199341796
Alivnna,170.0,143.0,9240.0,5.14166355650266,4.969813299576001,9.13140538388804,1,0,0,306.0,1.1805555555555556,0.8362573099415205,0.5414012738853503,7,0,0.0,0.571427755103207,0,30.09771986970684
Aliyah_Khan1,884.0,250.0,8318.0,6.785587645007929,5.5254529391317835,9.026297334283887,1,0,142,2117.0,3.5219123505976095,0.2824858757062147,0.7788546255506608,12,1,0.08333326388894677,0.49999958333368055,0,3.927289896128423
AllMakEvrything,192.0,175.0,1238.0,5.262690188904886,5.170483995038151,7.122059881629142,1,0,16,679.0,1.0909090909090908,0.9067357512953368,0.5217391304347826,15,0,0.0,0.7333328444447704,0,1.8205882352941176
AllyRamon_,254.0,292.0,2182.0,5.541263545158426,5.680172609017068,7.688455356549944,1,0,15,721.0,0.8668941979522184,1.1450980392156862,0.4643510054844607,10,0,0.0,0.5999994000006,0,3.0221606648199444
Ally_joanna,285.0,205.0,9156.0,5.655991810819852,5.327876168789581,9.122273893107732,1,0,15,575.0,1.383495145631068,0.7167832167832168,0.5804480651731161,11,0,0.0,0.5454540495872277,0,15.895833333333334
Almina_AB,53.0,272.0,911.0,3.9889840465642745,5.60947179518496,6.815639990074331,1,0,0,1163.0,0.19413919413919414,5.037037037037037,0.16257668711656442,9,0,0.0,0.44444395061783265,0,0.7826460481099656
Alondrasaurus,344.0,335.0,38417.0,5.84354441703136,5.817111159963204,10.556281378746856,1,0,48,1473.0,1.0238095238095237,0.9710144927536232,0.5058823529411764,13,0,0.0,0.5384611242606736,0,26.063093622795115
AlonsoSanchezz,701.0,708.0,13572.0,6.553933404025811,6.5638555265321274,9.515837804297965,1,0,159,2078.0,0.9887165021156559,1.0085470085470085,0.4971631205673759,14,0,0.0,0.6428566836737974,0,6.528138528138528
Alps_Sarsis,87.0,195.0,1523.0,4.477336814478207,5.278114659230517,7.329093736246592,1,0,26,1816.0,0.44387755102040816,2.215909090909091,0.30742049469964666,11,0,0.0,0.6363630578517656,0,0.8381948266373143
Alsagermaha,142.0,129.0,2055.0,4.962844630259907,4.867534450455582,7.628517626575055,1,0,0,593.0,1.0923076923076922,0.9020979020979021,0.5220588235294118,11,0,0.0,0.5454540495872277,0,3.45959595959596
AlvarezCasandra,650.0,348.0,24986.0,6.478509642208569,5.855071922202427,10.12611096860345,1,0,14,1217.0,1.8624641833810889,0.5345622119815668,0.6506506506506506,15,0,0.0,0.5999996000002666,0,20.513957307060757
AlvaroKrus,415.0,481.0,21105.0,6.030685260261263,6.1779441140506,9.957312639231036,1,0,91,1692.0,0.8609958506224067,1.15625,0.46265328874024525,10,0,0.0,0.5999994000006,0,12.466036621382163
Alwayscharlie,689.0,470.0,19515.0,6.536691597591305,6.154858094016418,9.878989920935728,1,0,107,2192.0,1.4628450106157111,0.6811594202898551,0.5939655172413794,13,0,0.0,0.6153841420121985,0,8.898768809849521
Alyssawizard101,108.0,155.0,1000.0,4.6913478822291435,5.049856007249537,6.90875477931522,1,0,62,119.0,0.6923076923076923,1.4220183486238531,0.4090909090909091,15,3,0.19999986666675557,0.5333329777780148,0,8.333333333333334
AlzadoKnows,651.0,744.0,2310.0,6.480044561926653,6.61338421837956,7.745435610274381,1,0,91,1549.0,0.8738255033557047,1.1411042944785277,0.4663323782234957,11,0,0.0,0.6363630578517656,0,1.4903225806451612
AmINatTorious,220.0,1040.0,1182.0,5.3981627015177525,6.947937068614969,7.075808863978387,1,0,80,2262.0,0.21133525456292027,4.705882352941177,0.17446471054718476,13,0,0.0,0.46153810650914884,1,0.5223155103844455
Amal_Reynolds,2544.0,262.0,615.0,7.841885928984623,5.572154032177765,6.423246963533519,1,0,104,791.0,9.673003802281368,0.10294695481335953,0.9063056644104026,13,0,0.0,0.6153841420121985,0,0.7765151515151515
AmanChachu,631.0,213.0,21207.0,6.448889394146858,5.365976015021851,9.962133747968862,1,0,42,2127.0,2.9485981308411215,0.3370253164556962,0.7467455621301775,10,0,0.0,0.5999994000006,1,9.965695488721805
Amanani,451.0,268.0,37989.0,6.113682179832232,5.594711379601839,10.54507824618167,1,0,97,2098.0,1.6765799256505576,0.5929203539823009,0.6263888888888889,7,0,0.0,0.4285708163274053,0,18.098618389709387
AmandaGrace97,389.0,297.0,11452.0,5.966146739123692,5.697093486505405,9.346006983397716,1,0,23,1281.0,1.3053691275167785,0.7615384615384615,0.5662299854439592,13,2,0.15384603550304962,0.46153810650914884,0,8.932917316692668
amandaaalouisss,1068.0,822.0,43447.0,6.974478911025045,6.71295620067707,10.679320099714682,1,0,20,814.0,1.2976913730255164,0.7689429373246024,0.5647805393971443,15,0,0.0,0.46666635555576297,1,53.30920245398773
AmazingRussett,1953.0,1199.0,17447.0,7.577633832602728,7.090076835776092,9.766980307881465,1,0,87,769.0,1.6275,0.6136131013306039,0.6194100856327307,14,0,0.0,0.6428566836737974,1,22.65844155844156
Ambre_Snk,385.0,353.0,15809.0,5.955837369464831,5.869296913133774,9.668397930203518,1,0,18,483.0,1.0875706214689265,0.9145077720207254,0.5209742895805142,9,0,0.0,0.666665925926749,1,32.663223140495866
Amit25may,99.0,105.0,3559.0,4.605170185988092,4.663439094112067,8.177515823846075,1,0,86,1952.0,0.9339622641509434,1.05,0.48292682926829267,9,2,0.22222197530891633,0.44444395061783265,0,1.8223246287762416
AmmeGrace,599.0,585.0,4059.0,6.396929655216146,6.373319789577012,8.308938252595778,1,0,156,1869.0,1.022184300341297,0.975,0.5054852320675105,9,0,0.0,0.5555549382722909,1,2.1705882352941175
AmuSyarbini,1878.0,1882.0,87311.0,7.538494999413465,7.5406215286571525,11.377243189426013,1,0,122,2099.0,0.997344662772172,1.001596593932943,0.49933528316936987,11,0,0.0,0.5454540495872277,1,41.57666666666667
AmyAhnBryant,665.0,1168.0,13635.0,6.501289670540389,7.063903961472068,9.520468633257794,1,0,127,2237.0,0.5688622754491018,1.7537537537537538,0.36259541984732824,12,0,0.0,0.7499993750005208,0,6.092493297587131
Anafan2,462.0,272.0,23799.0,6.137727054086234,5.60947179518496,10.077440859659566,1,0,143,1299.0,1.6923076923076923,0.5874730021598272,0.6285714285714286,7,1,0.14285693877580175,0.4285708163274053,1,18.306923076923077
AnalSystemist,32.0,114.0,4282.0,3.4965075614664802,4.74493212836325,8.36240897761537,1,0,159,254.0,0.2782608695652174,3.4545454545454546,0.21768707482993196,13,0,0.0,0.6923071597637233,1,16.7921568627451
andreBlomvkist,422.0,326.0,36093.0,6.0473721790462776,5.7899601708972535,10.493881925521244,1,0,97,1069.0,1.290519877675841,0.7706855791962175,0.5634178905206942,14,0,0.0,0.7142852040819971,0,33.73177570093458
AndrewGortonWx,1915.0,1804.0,3028.0,7.557994958530806,7.498315870766981,8.015987811027237,1,0,159,790.0,1.0609418282548477,0.941544885177453,0.5147849462365591,14,0,0.0,0.7142852040819971,1,3.8280657395701643
Andrew_Andries,100.0,214.0,69.0,4.61512051684126,5.3706380281276624,4.248495242049359,1,0,79,13.0,0.46511627906976744,2.118811881188119,0.31746031746031744,14,0,0.0,0.5714281632655976,1,4.928571428571429
AndyChatlani,23.0,102.0,157.0,3.1780538303479458,4.634728988229636,5.062595033026967,1,0,0,1224.0,0.22330097087378642,4.25,0.18253968253968253,12,0,0.0,0.6666661111115741,0,0.12816326530612246
AngelBiedma,592.0,254.0,6747.0,6.385194398997726,5.541263545158426,8.817001443665859,1,0,49,1138.0,2.3215686274509806,0.42833052276559863,0.6989374262101535,11,0,0.0,0.5454540495872277,1,5.92361720807726
AngelOdom,486.0,305.0,5414.0,6.18826412308259,5.723585101952381,8.596928159435091,1,0,18,1187.0,1.588235294117647,0.6262833675564682,0.6136363636363636,9,0,0.0,0.5555549382722909,0,4.557239057239057
Angelkaye1983,167.0,351.0,5051.0,5.123963979403259,5.863631175598097,8.527539483470381,1,0,139,1023.0,0.4744318181818182,2.0892857142857144,0.3217726396917148,13,4,0.30769207100609924,0.38461508875762407,1,4.9326171875
Angelo_Fierce,1347.0,736.0,29146.0,7.206377291472252,6.602587892189336,10.280107270530456,1,0,129,1786.0,1.8276797829036635,0.5459940652818991,0.6463531669865643,13,0,0.0,0.46153810650914884,1,16.3100167879127
AngelouSantos21,500.0,416.0,9550.0,6.2166061010848646,6.0330862217988015,9.164401140034737,1,0,91,986.0,1.1990407673860912,0.8303393213572854,0.5452562704471101,15,2,0.1333332444445037,0.46666635555576297,1,9.675785207700102
Angie_Ro13,118.0,224.0,718.0,4.77912349311153,5.41610040220442,6.577861357721047,1,0,101,449.0,0.5244444444444445,1.8823529411764706,0.34402332361516036,10,2,0.1999998000002,0.2999997000003,1,1.5955555555555556
KeshaCabeYo,720.0,727.0,5939.0,6.580639137284949,6.590301048196686,8.68946441235669,1,0,76,475.0,0.989010989010989,1.0083217753120666,0.4972375690607735,11,0,0.0,0.5454540495872277,0,12.47689075630252
Anis_SGL,14.0,38.0,1271.0,2.70805020110221,3.6635616461296463,7.148345743900068,1,0,0,408.0,0.358974358974359,2.533333333333333,0.2641509433962264,8,0,0.0,0.6249992187509766,0,3.1075794621026893
AnjaSaade,1439.0,755.0,28255.0,7.272398392570047,6.628041376179533,10.249061103403687,1,0,150,1136.0,1.9034391534391535,0.5243055555555556,0.6555808656036447,9,0,0.0,0.44444395061783265,0,24.850483729111698
AnnJillM,175.0,116.0,3259.0,5.170483995038151,4.762173934797756,8.089482474360754,1,0,37,134.0,1.4957264957264957,0.6590909090909091,0.5993150684931506,8,0,0.0,0.7499990625011719,1,24.14074074074074
