profile pic,nums/length username,fullname words,nums/length fullname,name==username,description length,external URL,private,#posts,#followers,#follows,fake,followers_following_ratio
1,0.0,1,0.0,0,42,0,0,400,18842,744,0,25.291275167785233
1,0.0,2,0.0,0,71,1,0,149,10240,1255,0,8.152866242038217
1,0.0,3,0.0,0,0,0,0,122,539,639,0,0.8421875
1,0.33,2,0.0,0,70,0,0,74,399,452,0,0.8807947019867549
1,0.0,1,0.0,0,74,0,0,13,581,568,0,1.0210896309314588
1,0.0,1,0.0,0,8,0,1,8,166,163,0,1.0121951219512195
1,0.0,2,0.0,0,35,0,0,77,417,362,0,1.1487603305785123
1,0.2,2,0.0,0,0,0,1,5,266,324,0,0.8184615384615385
1,0.0,1,0.0,0,0,0,1,3,33,37,0,0.868421052631579
1,0.0,2,0.0,0,28,0,1,106,494,998,0,0.4944944944944945
1,0.0,2,0.0,0,18,0,1,14,178,245,0,0.7235772357723578
1,0.0,3,0.0,0,28,0,0,172,470,288,0,1.6262975778546713
1,0.33,1,0.0,0,36,0,0,111,807,675,0,1.1937869822485208
1,0.0,2,0.0,0,2,0,0,38,162,256,0,0.6303501945525292
1,0.06,2,0.0,0,11,0,1,19,417,395,0,1.053030303030303
1,0.0,3,0.0,0,70,1,0,227,17303,360,0,47.930747922437675
1,0.0,2,0.0,0,29,0,0,221,1439,629,0,2.284126984126984
1,0.0,2,0.0,0,24,1,0,580,91446,526,0,173.52182163187857
1,0.0,3,0.0,0,21,1,0,40,824,489,0,1.6816326530612244
1,0.0,1,0.0,0,81,0,0,101,741,1440,0,0.5142262317834837
1,0.0,1,0.0,0,34,1,1,157,1267,899,0,1.4077777777777778
1,0.0,0,0.0,0,40,0,0,197,4594,1713,0,2.680280046674446
1,0.0,1,0.0,0,12,0,0,61,1135,899,0,1.261111111111111
1,0.0,2,0.0,0,0,0,1,698,1926,1410,0,1.3649893692416726
1,0.0,2,0.0,0,59,0,1,49,1068,1925,0,0.5545171339563862
1,0.0,1,0.0,0,15,0,1,85,815,748,0,1.0881174899866488
1,0.0,2,0.0,0,54,0,0,77,565,469,0,1.202127659574468
1,0.0,1,0.0,0,16,0,0,58,2556,1074,0,2.3776744186046512
1,0.0,2,0.0,0,73,0,1,232,1312,935,0,1.4017094017094016
1,0.0,1,0.0,0,24,0,0,20,699,599,0,1.165
1,0.0,0,0.0,0,0,0,0,98,4328,418,0,10.329355608591886
1,0.0,0,0.0,0,26,1,0,559,2487,999,0,2.487
1,0.0,3,0.0,0,0,0,0,189,673,438,0,1.5330296127562641
1,0.0,2,0.0,0,0,0,1,388,730,413,0,1.7632850241545894
1,0.0,0,0.0,0,0,0,1,28,59,55,0,1.0535714285714286
1,0.0,3,0.0,0,0,0,1,156,289,222,0,1.295964125560538
1,0.0,1,0.0,0,28,0,1,6,19,20,0,0.9047619047619048
1,0.0,2,0.0,0,55,1,0,69,3551,173,0,20.408045977011493
1,0.0,1,0.0,0,140,1,0,775,19512,591,0,32.95945945945946
1,0.0,0,0.0,0,122,1,0,205,2756,638,0,4.312989045383412
1,0.0,2,0.0,0,113,1,0,209,5406,589,0,9.162711864406779
1,0.0,2,0.0,0,38,0,1,334,459,390,0,1.173913043478261
1,0.0,2,0.0,0,0,0,0,9,218,75,0,2.8684210526315788
1,0.0,2,0.0,0,23,0,0,6,796,1155,0,0.6885813148788927
1,0.0,1,0.0,0,0,0,0,416,1113,1854,0,0.6
1,0.2,1,0.0,0,89,0,1,13,138,208,0,0.6602870813397129
1,0.44,1,0.0,0,30,0,1,33,205,164,0,1.2424242424242424
1,0.0,1,0.0,0,0,0,0,1,331,333,0,0.9910179640718563
1,0.1,1,0.1,0,0,0,0,711,748,4659,0,0.16051502145922747
1,0.0,1,0.0,0,0,0,0,114,490,1093,0,0.44789762340036565
1,0.0,1,0.08,0,12,0,1,16,456,413,0,1.1014492753623188
1,0.0,0,0.0,0,123,1,0,107,971,2047,0,0.47412109375
1,0.24,1,0.24,0,0,0,0,5,497,438,0,1.132118451025057
1,0.14,2,0.0,0,0,0,1,7,99,132,0,0.7443609022556391
1,0.0,0,0.0,0,0,0,1,21,193,413,0,0.46618357487922707
1,0.0,2,0.0,0,40,0,0,65,492,689,0,0.7130434782608696
1,0.29,2,0.0,0,0,0,0,10,167,164,0,1.0121212121212122
1,0.0,2,0.0,0,33,0,1,59,99,178,0,0.553072625698324
1,0.0,0,0.0,0,0,0,1,137,916,1142,0,0.8013998250218722
1,0.0,2,0.0,0,5,0,1,10,196,209,0,0.9333333333333333
1,0.0,1,0.0,0,0,0,1,571,765,424,0,1.8
1,0.18,2,0.0,0,23,0,1,24,45,80,0,0.5555555555555556
1,0.0,1,0.0,0,35,1,0,328,634,719,0,0.8805555555555555
1,0.0,4,0.0,0,150,1,0,161,1383,7500,0,0.18437541661111853
1,0.0,1,0.0,0,26,0,1,280,650,703,0,0.9232954545454546
1,0.0,2,0.0,0,149,0,1,92,484,3296,0,0.14680012132241432
1,0.0,3,0.0,0,129,0,0,31,200,270,0,0.7380073800738007
1,0.0,2,0.0,0,0,0,0,0,192,65,0,2.909090909090909
1,0.0,0,0.0,0,18,0,1,25,553,610,0,0.9050736497545008
1,0.0,2,0.0,0,74,1,0,921,27477,7202,0,3.8146605581007913
1,0.0,2,0.0,0,0,1,1,1020,464,1039,0,0.4461538461538462
1,0.0,1,0.0,0,59,0,0,301,1057,524,0,2.013333333333333
1,0.0,3,0.0,0,148,0,0,9,413,138,0,2.971223021582734
1,0.0,0,0.0,0,0,1,0,158,389,806,0,0.48203221809169766
1,0.29,1,0.0,0,15,0,0,43,505,503,0,1.001984126984127
1,0.0,12,0.0,0,46,0,1,24,941,1208,0,0.7783291976840364
1,0.0,2,0.0,0,5,0,1,60,2598,802,0,3.2353673723536738
1,0.0,1,0.0,0,98,0,0,4,59,111,0,0.5267857142857143
1,0.0,2,0.0,0,55,0,0,220,622,475,0,1.3067226890756303
1,0.0,2,0.0,0,19,1,0,1159,2719,1061,0,2.5602636534839927
1,0.36,5,0.0,0,71,0,0,8,216,305,0,0.7058823529411765
1,0.22,2,0.0,0,133,0,0,396,881,375,0,2.3430851063829787
1,0.08,2,0.0,0,150,1,0,38,870,72,0,11.917808219178083
1,0.0,2,0.0,0,43,0,1,1,265,371,0,0.7123655913978495
1,0.15,2,0.0,0,37,0,1,2,1204,633,0,1.8990536277602523
1,0.0,1,0.0,0,35,0,1,43,655,1016,0,0.6440511307767945
1,0.0,2,0.0,0,87,0,0,131,1662,1065,0,1.5590994371482176
1,0.14,2,0.0,0,59,0,0,7,14222,7399,0,1.921891891891892
1,0.0,2,0.0,0,0,0,0,57,483,1216,0,0.39687756778964667
1,0.0,3,0.0,0,0,0,0,36,1204,2928,0,0.4110617958347559
1,0.0,2,0.0,0,9,0,1,91,408,635,0,0.6415094339622641
1,0.0,2,0.0,0,12,0,1,8,303,417,0,0.7248803827751196
1,0.1,0,0.0,0,0,0,0,11,125,101,0,1.2254901960784315
1,0.09,1,0.0,0,0,0,0,252,229,383,0,0.5963541666666666
1,0.15,3,0.0,0,95,1,1,15,357,489,0,0.7285714285714285
1,0.0,1,0.0,0,0,0,0,74,137,96,0,1.4123711340206186
1,0.0,2,0.0,0,46,0,1,83,255,535,0,0.47574626865671643
1,0.0,3,0.0,0,123,0,1,126,87,399,0,0.2175
1,0.0,6,0.0,0,117,1,0,663,326946,3,0,81736.5
1,0.0,1,0.0,0,26,0,1,0,114,446,0,0.2550335570469799
1,0.0,0,0.0,0,0,0,1,10,167,387,0,0.43041237113402064
1,0.0,2,0.0,0,58,0,1,8,1247,1196,0,1.0417710944026735
1,0.0,1,0.0,0,0,0,0,24,585,1364,0,0.42857142857142855
1,0.0,1,0.0,0,30,0,1,65,135,232,0,0.5793991416309013
1,0.0,3,0.0,0,62,1,0,64,722,261,0,2.7557251908396947
1,0.45,1,0.25,0,137,1,0,664,714,1159,0,0.6155172413793103
1,0.0,2,0.0,0,149,1,0,130,39867,4664,0,8.545980707395499
0,0.0,0,0.0,0,14,0,1,131,533,1060,0,0.5023562676720076
1,0.0,2,0.0,0,19,0,1,917,1158,3932,0,0.2944317315026697
1,0.0,10,0.0,0,131,1,0,2,45834,280,0,163.1103202846975
1,0.0,2,0.0,0,0,0,0,142,876,529,0,1.6528301886792454
1,0.09,5,0.0,0,5,0,0,165,3003,455,0,6.5855263157894735
1,0.09,2,0.0,0,0,0,0,80,1298,407,0,3.1813725490196076
1,0.0,2,0.0,0,11,0,1,32,3800,278,0,13.620071684587813
1,0.0,2,0.0,0,0,0,1,81,1358,127,0,10.609375
1,0.0,2,0.0,0,27,1,0,334,6741307,111,0,60190.24107142857
1,0.38,2,0.0,0,10,1,0,8,791,456,0,1.7308533916849016
1,0.0,2,0.0,0,72,1,0,373,732075,363,0,2011.1950549450548
1,0.0,2,0.0,0,3,0,1,56,373,360,0,1.0332409972299168
1,0.0,3,0.0,0,51,0,1,7,162,311,0,0.5192307692307693
1,0.0,1,0.0,0,44,0,1,12,309,364,0,0.8465753424657534
1,0.0,2,0.0,0,0,0,0,5,135,176,0,0.7627118644067796
1,0.0,2,0.0,0,73,1,0,77,244,172,0,1.4104046242774566
1,0.18,1,0.0,0,70,0,1,93,67,149,0,0.44666666666666666
1,0.0,2,0.0,0,35,0,0,192,984,76,0,12.779220779220779
1,0.0,2,0.0,0,13,0,1,8,751,1223,0,0.613562091503268
1,0.0,4,0.25,0,105,0,1,145,781,529,0,1.4735849056603774
1,0.0,1,0.33,0,91,0,0,135,1761,905,0,1.9437086092715232
1,0.14,2,0.0,0,0,0,1,18,318,523,0,0.6068702290076335
1,0.0,2,0.0,0,48,0,0,222,5282,652,0,8.088820826952526
1,0.0,2,0.0,0,48,0,0,222,5282,652,0,8.088820826952526
1,0.0,2,0.0,0,126,1,1,5,228,238,0,0.9539748953974896
1,0.0,2,0.0,0,0,1,1,119,393,502,0,0.7813121272365805
1,0.0,2,0.0,0,53,0,0,201,875,754,0,1.1589403973509933
1,0.0,0,0.0,0,8,0,1,12,173,373,0,0.4625668449197861
1,0.0,1,0.0,0,67,0,0,301,3896490,351,0,11069.573863636364
1,0.0,1,0.0,0,20,0,0,20,106,133,0,0.7910447761194029
1,0.08,2,0.0,0,26,1,0,112,206,32,0,6.242424242424242
1,0.0,0,0.0,0,86,0,1,54,259,1371,0,0.18877551020408162
1,0.0,1,0.0,0,51,0,1,98,1013,996,0,1.0160481444332998
1,0.11,4,0.0,0,26,1,0,16,738,544,0,1.3541284403669724
1,0.0,0,0.0,0,18,0,1,133,1008,517,0,1.945945945945946
1,0.0,2,0.0,0,96,1,0,142,2441,396,0,6.148614609571789
1,0.0,2,0.0,0,17,0,0,63,416,292,0,1.4197952218430034
1,0.0,2,0.0,0,0,0,1,70,516,463,0,1.1120689655172413
1,0.0,2,0.0,0,62,1,0,403,8711,345,0,25.17630057803468
1,0.0,2,0.0,0,86,0,0,15,433,584,0,0.7401709401709402
1,0.0,2,0.0,0,148,1,0,990,18515,1000,0,18.496503496503497
1,0.0,2,0.0,0,1,0,1,12,70,67,0,1.0294117647058822
1,0.22,3,0.0,0,39,0,0,26,5863,157,0,37.107594936708864
1,0.36,2,0.0,0,35,0,0,2,1677,716,0,2.3389121338912133
1,0.0,0,0.0,0,103,0,0,24,617,272,0,2.26007326007326
1,0.0,2,0.0,0,0,1,0,411,31182,414,0,75.13734939759036
1,0.0,2,0.0,0,61,0,1,217,1152,292,0,3.931740614334471
1,0.15,1,0.0,0,44,0,0,156,8578,164,0,51.987878787878785
1,0.0,1,0.0,0,0,0,0,389,4347,748,0,5.803738317757009
1,0.0,1,0.0,0,0,0,1,8,319,335,0,0.9494047619047619
1,0.0,1,0.0,0,0,0,1,3,189,177,0,1.0617977528089888
1,0.0,1,0.0,0,112,0,1,22,743,331,0,2.2379518072289155
1,0.18,1,0.0,0,123,0,0,59,11204,124,0,89.632
1,0.0,3,0.0,0,24,0,1,144,419,271,0,1.5404411764705883
1,0.0,2,0.0,0,34,0,0,2,81,268,0,0.30111524163568776
1,0.0,1,0.0,0,19,0,0,78,947,582,0,1.6243567753001715
1,0.0,2,0.0,0,0,0,0,28,206,333,0,0.6167664670658682
1,0.0,2,0.0,0,42,0,0,111,541,701,0,0.7706552706552706
1,0.18,3,0.0,0,50,0,0,6,392,237,0,1.6470588235294117
1,0.22,5,0.0,0,67,0,0,4,4177,3678,0,1.1353628703452026
1,0.17,2,0.0,0,134,1,0,31,265,321,0,0.8229813664596274
1,0.0,2,0.0,0,101,0,0,86,272,1486,0,0.18291862811028917
1,0.0,2,0.0,0,0,0,0,240,425,917,0,0.46296296296296297
1,0.0,3,0.0,0,0,0,1,11,150,178,0,0.8379888268156425
1,0.0,2,0.0,0,17,0,1,44,711,673,0,1.0548961424332344
1,0.0,2,0.0,0,0,0,1,9,89,121,0,0.7295081967213115
1,0.0,2,0.0,0,32,0,1,62,742,653,0,1.1345565749235473
1,0.0,2,0.0,0,0,0,0,0,96,50,0,1.8823529411764706
1,0.0,1,0.0,1,80,1,1,15,77,107,0,0.7129629629629629
1,0.0,2,0.0,0,2,0,1,53,195,395,0,0.49242424242424243
1,0.0,2,0.0,0,0,0,1,2,9,13,0,0.6428571428571429
1,0.0,1,0.0,0,146,1,0,52,10794,3164,0,3.41042654028436
1,0.19,0,0.0,0,0,0,0,1,104,15,0,6.5
1,0.0,0,0.0,0,0,1,1,62,318,569,0,0.5578947368421052
1,0.18,1,0.0,0,0,0,0,247,355,137,0,2.572463768115942
1,0.31,1,0.0,0,0,0,1,9,99,488,0,0.20245398773006135
1,0.0,0,0.0,0,6,0,0,13,300,372,0,0.8042895442359249
1,0.15,1,0.0,0,0,0,0,204,139,61,0,2.2419354838709675
1,0.0,2,0.0,0,0,0,1,0,13,77,0,0.16666666666666666
1,0.22,1,0.14,0,0,0,1,51,606,430,0,1.406032482598608
1,0.0,1,0.0,0,64,0,0,15,428,333,0,1.281437125748503
1,0.0,1,0.0,0,0,0,0,108,494,545,0,0.9047619047619048
1,0.24,0,0.0,0,0,0,1,353,1261,2187,0,0.5763254113345521
1,0.0,1,0.0,0,0,0,1,5,68,87,0,0.7727272727272727
1,0.0,2,0.0,0,49,1,0,560,205558,53,0,3806.6296296296296
1,0.0,2,0.0,0,23,0,0,85,668,609,0,1.0950819672131147
1,0.0,2,0.0,0,120,1,0,95,1456,555,0,2.618705035971223
1,0.14,2,0.0,0,34,0,0,14,410,387,0,1.056701030927835
1,0.0,3,0.0,0,25,0,1,52,298,555,0,0.5359712230215827
1,0.0,2,0.0,0,0,0,1,7,254,345,0,0.7341040462427746
1,0.0,2,0.0,0,12,0,0,197,1070,1072,0,0.9972041006523765
1,0.17,2,0.0,0,0,0,1,89,1167,618,0,1.8852988691437802
1,0.0,2,0.0,0,9,0,1,34,335,300,0,1.1129568106312293
1,0.08,2,0.0,0,1,0,0,283,346,426,0,0.810304449648712
1,0.0,2,0.0,0,18,0,1,65,1746,1631,0,1.0698529411764706
1,0.0,2,0.0,0,34,0,1,126,268,370,0,0.7223719676549866
1,0.0,3,0.0,0,23,0,1,327,537,1002,0,0.5353938185443669
1,0.0,1,0.0,0,19,0,1,42,805,488,0,1.6462167689161553
1,0.0,2,0.0,0,139,0,0,36,1504,52,0,28.37735849056604
1,0.0,2,0.0,0,13,0,1,3,104,119,0,0.8666666666666667
1,0.0,2,0.0,0,50,0,0,53,380,462,0,0.8207343412526998
1,0.0,3,0.0,0,46,1,1,7,257,346,0,0.7406340057636888
1,0.0,1,0.0,0,30,0,1,103,1775,7500,0,0.2366351153179576
1,0.3,2,0.0,0,26,0,1,241,1456,1200,0,1.212323064113239
1,0.0,0,0.0,0,0,0,1,103,265,264,0,1.0
1,0.0,1,0.0,0,0,0,1,93,1051,694,0,1.5122302158273382
1,0.11,1,0.0,0,0,0,0,1,77,34,0,2.2
0,0.0,1,0.0,0,27,0,1,16,220,323,0,0.6790123456790124
1,0.07,2,0.0,0,37,1,1,32,178,81,0,2.1707317073170733
1,0.0,1,0.0,0,31,0,1,1232,728,1213,0,0.5996705107084019
1,0.0,1,0.0,0,20,0,1,75,668,294,0,2.2644067796610168
1,0.0,2,0.0,0,7,0,0,5,406,408,0,0.9926650366748166
1,0.0,2,0.0,0,0,0,0,3,37,22,0,1.608695652173913
1,0.0,2,0.0,0,0,0,1,30,56,114,0,0.48695652173913045
0,0.22,1,0.0,0,0,0,0,0,90,333,1,0.2694610778443114
0,0.38,1,0.0,0,0,0,0,0,60,31,1,1.875
0,0.43,1,0.0,0,0,0,1,2,271,445,1,0.6076233183856502
1,0.0,0,0.0,0,0,0,1,3,1,80,1,0.012345679012345678
1,0.5,3,0.0,0,24,0,1,13,158,309,1,0.5096774193548387
0,0.31,2,0.0,0,0,0,0,0,39,64,1,0.6
0,0.22,1,0.22,0,43,0,1,1,0,11,1,0.0
0,0.0,1,0.0,0,0,0,1,0,0,853,1,0.0
1,0.25,1,0.0,0,0,0,1,10,0,23,1,0.0
0,0.0,2,0.0,0,0,0,0,0,12,5,1,2.0
0,0.33,1,0.0,0,0,0,0,0,10,18,1,0.5263157894736842
0,0.33,1,0.0,0,0,0,1,0,1,34,1,0.02857142857142857
0,0.0,1,0.0,0,0,0,0,0,1,8,1,0.1111111111111111
0,0.0,0,0.0,0,0,0,1,0,0,0,1,0.0
0,0.12,1,0.0,0,0,0,1,0,31,213,1,0.14485981308411214
0,0.18,1,0.0,0,0,0,1,0,5,10,1,0.45454545454545453
0,0.5,1,0.0,0,0,0,1,5,18,58,1,0.3050847457627119
1,0.5,1,0.0,0,0,0,1,0,12,77,1,0.15384615384615385
0,0.5,1,0.0,0,0,0,1,0,6,37,1,0.15789473684210525
1,0.57,1,0.0,0,0,0,0,0,47,10,1,4.2727272727272725
0,0.45,3,0.0,0,0,0,0,0,33,4,1,6.6
0,0.5,1,0.0,0,0,0,1,141,4,279,1,0.014285714285714285
0,0.57,1,0.0,0,0,0,1,6,5,15,1,0.3125
1,0.0,1,0.0,0,0,0,1,1,0,44,1,0.0
0,0.44,1,0.43,0,0,0,1,0,5,17,1,0.2777777777777778
0,0.0,1,0.0,0,0,0,1,1,107,42,1,2.488372093023256
1,0.88,1,0.0,0,0,0,1,39,8,60,1,0.13114754098360656
0,0.0,1,0.0,0,0,0,0,0,48,6,1,6.857142857142857
0,0.22,0,0.0,0,0,0,1,9,2,215,1,0.009259259259259259
0,0.0,2,0.0,0,0,0,1,0,51,126,1,0.4015748031496063
1,0.0,1,0.0,0,43,0,1,21,5,48,1,0.10204081632653061
0,0.0,1,0.0,0,0,0,1,0,0,802,1,0.0
0,0.55,1,0.0,0,0,0,0,0,26,46,1,0.5531914893617021
0,0.07,1,0.0,0,0,0,1,0,0,601,1,0.0
1,0.8,1,0.0,0,13,0,1,3,76,168,1,0.44970414201183434
0,0.0,1,0.4,0,0,0,1,0,165,689,1,0.2391304347826087
0,0.0,1,0.0,0,0,0,0,0,115,230,1,0.49783549783549785
0,0.31,1,0.36,0,0,0,0,0,6,15,1,0.375
0,0.4,1,0.0,0,0,0,0,0,24,49,1,0.48
0,0.33,1,0.0,0,0,0,1,0,40,236,1,0.16877637130801687
0,0.0,1,0.0,0,0,0,1,6,32,52,1,0.6037735849056604
0,0.33,1,0.33,1,0,0,1,0,0,35,1,0.0
0,0.36,1,0.0,0,0,0,0,0,21,44,1,0.4666666666666667
1,0.55,1,0.29,0,0,0,1,1,79,767,1,0.10286458333333333
1,0.41,1,0.0,0,0,0,1,4,8,37,1,0.21052631578947367
1,0.43,0,0.0,0,0,0,0,0,49,79,1,0.6125
0,0.11,1,0.11,1,0,0,1,0,31,91,1,0.33695652173913043
1,0.0,1,0.0,1,0,0,1,0,15,41,1,0.35714285714285715
1,0.25,1,0.0,0,0,0,0,0,4,3,1,1.0
1,0.44,1,0.0,0,0,0,1,0,0,229,1,0.0
1,0.3,0,0.0,0,0,0,1,17,316,1165,1,0.27101200686106347
0,0.1,1,0.0,0,0,0,1,0,0,0,1,0.0
0,0.0,1,0.0,0,0,0,0,1,3,1,1,1.5
0,0.0,2,0.0,0,0,0,0,0,2,30,1,0.06451612903225806
1,0.29,2,0.0,0,9,0,1,7,221,244,1,0.9020408163265307
0,0.0,1,0.0,0,0,0,0,13,181,935,1,0.19337606837606838
0,0.0,2,0.0,0,0,0,1,0,9,167,1,0.05357142857142857
0,0.67,1,0.0,0,0,0,0,0,2,0,1,2.0
1,0.31,1,0.31,1,0,0,1,0,25,86,1,0.28735632183908044
1,0.0,3,0.0,0,18,0,0,5,26,129,1,0.2
1,0.89,1,0.89,0,0,0,1,124,15,305,1,0.049019607843137254
1,0.0,1,0.0,0,10,0,0,9,59,48,1,1.2040816326530612
0,0.2,1,0.2,1,61,0,1,5,7,47,1,0.14583333333333334
0,0.12,1,0.0,0,0,0,1,2,40,179,1,0.2222222222222222
0,0.0,1,0.0,0,0,0,0,0,51,41,1,1.2142857142857142
1,0.0,5,0.0,0,0,0,0,150,133,750,1,0.17709720372836218
1,0.0,0,0.0,0,0,0,1,29,25,39,1,0.625
1,0.18,1,0.0,0,0,0,1,108,864,3646,1,0.23690704688785302
1,0.0,0,0.0,0,0,0,0,77,73,35,1,2.0277777777777777
1,0.38,1,0.4,0,0,0,1,3,184,170,1,1.0760233918128654
1,0.43,1,0.0,0,0,0,1,7,161,333,1,0.4820359281437126
1,0.22,1,0.22,1,0,0,1,3,42,694,1,0.060431654676258995
1,0.0,1,0.0,0,22,0,1,131,279,1124,1,0.248
1,0.0,1,0.0,0,0,0,0,40,219,155,1,1.4038461538461537
1,0.24,1,0.24,1,0,0,1,4,18,106,1,0.16822429906542055
1,0.44,1,0.0,0,0,0,1,84,106,171,1,0.6162790697674418
1,0.5,0,0.0,0,2,0,1,299,34,108,1,0.3119266055045872
0,0.0,1,0.0,0,0,0,0,11,42,26,1,1.5555555555555556
1,0.16,0,0.0,0,146,0,1,0,1,13,1,0.07142857142857142
0,0.89,0,0.0,0,0,0,1,0,38,68,1,0.5507246376811594
1,0.58,1,0.36,0,6,0,1,1,34,44,1,0.7555555555555555
1,0.29,1,0.0,0,50,0,1,4,23,151,1,0.1513157894736842
1,0.3,1,0.0,0,0,0,1,0,23,37,1,0.6052631578947368
0,0.5,2,0.0,0,0,0,0,0,83,139,1,0.5928571428571429
0,0.4,1,0.0,0,0,0,0,0,25,28,1,0.8620689655172413
1,0.0,0,0.0,0,39,0,1,3,13,38,1,0.3333333333333333
0,0.25,1,0.0,0,0,0,0,0,64,60,1,1.0491803278688525
0,0.36,1,0.0,0,0,0,0,0,90,69,1,1.2857142857142858
0,0.33,2,0.0,0,0,0,0,0,82,6,1,11.714285714285714
0,0.0,0,0.0,0,0,0,0,0,140,319,1,0.4375
